KPI_ID,NOM_KPI,DOMAINE,DATE_AAAA_MM,VALEUR_TAUX,STATUT,BASELINE_TOP,BASELINE_BOTTOM
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-09,2,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-10,1,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-11,5,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2022-12,0,VERT,5,11
EASY004,Nombre d'incidents Purecloud sur le mois,HDF,2023-01,2,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-01,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-02,0,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-03,4,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-04,7,ORANGE,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-05,/,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-06,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-07,/,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-08,/,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-09,/,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-10,/,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-11,2,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2022-12,1,VERT,5,11
EASY005,Nombre d'incidents CIS,HDF,2023-01,2,VERT,5,11
EASY006,Taux de non réouverture des incidents,HDF,2022-01,97.70%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-02,97.13%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-03,98.05%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-04,98.13%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-05,97.61%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-06,97.91%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-07,97.86%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-08,97.50%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-09,97.26%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-10,95.97%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-11,97.02%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2022-12,97.41%,VERT,95%,89%
EASY006,Taux de non réouverture des incidents,HDF,2023-01,97.27%,VERT,90%,84%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-07,98%,VERT,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-08,94%,ORANGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-09,89%,ROUGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-10,94%,ORANGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-11,98%,VERT,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2022-12,90%,ORANGE,95%,89%
EASY011,Taux de respect du délais de 5j pour la création d'un accès Outils Métiers Retail,HDF,2023-01,93%,ORANGE,95%,89%
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-01,71,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-02,44,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-03,54,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-04,58,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-07,45,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-08,48,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-09,45,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-10,35,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-11,48,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2022-12,80,ROUGE,20,31
EASY012,Nombre d'incidents ALF sur le mois,HDF,2023-01,51,ROUGE,20,31
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-05,99%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-06,99.37%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-07,98.74%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-08,95.29%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-09,97.74%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-10,98.48%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-11,99.11%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2022-12,99.09%,VERT,95%,89%
M3004,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Deret,LOGISTIQUE,2023-01,97.64%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-05,99%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-06,98.48%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-07,99.37%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-08,98.13%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-09,99.04%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-10,98.55%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-11,99.35%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2022-12,98.90%,VERT,95%,89%
M3005,Taux d'intégration des PIX Manhattan dans M3 sans erreur - Bobigny,LOGISTIQUE,2023-01,98.53%,VERT,95%,89%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-01,99.7%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-02,99.7%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-03,99.78%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-04,99.46%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-05,99%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-06,99.89%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-07,99.74%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-08,99.94%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-09,99.97%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-10,97.16%,ORANGE,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-11,99.79%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2022-12,99.34%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2023-01,99.97%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDE,2023-02,99.55%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-01,99.56%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-02,99.59%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-03,99.63%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-04,99.73%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-05,99.64%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-06,99.81%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-07,99.75%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-08,99.78%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-09,99.88%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-10,99.87%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-11,99.64%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2022-12,99.16%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2023-01,100%,VERT,99%,94%
M3Y2001,Taux de livraisons annoncées en moins de 24h après l'expédition,HDF,2023-02,99.59%,VERT,99%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-01,98.66%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-02,97.61%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-03,96.47%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-04,93.74%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-05,89.97%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-06,87.54%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-07,98.40%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-08,97.99%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-09,97.29%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-10,97.56%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-11,98.43%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2022-12,96.74%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2023-01,97.93%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,Ecom,2023-02,97.48%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-01,98.56%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-02,97.66%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-03,96.33%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-04,93.88%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-05,89.72%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-06,87.28%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-07,98.61%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-08,97.88%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-09,97.42%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-10,100%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-11,98.75%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2022-12,97%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2023-01,98.34%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDE,2023-02,98.04%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-01,99.6%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-02,97.51%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-03,96.73%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-04,93.5%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-05,90%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-06,87.97%,ROUGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-07,98.05%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-08,98.18%,VERT,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-09,97.05%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-10,97.47%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-11,97.86%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2022-12,96.37%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2023-01,97.12%,ORANGE,98%,94%
MAG001,Respect du délais d'expédition (promesse client): validées avant 14h/ J. validées après 14h/ J+1,HDF,2023-02,96.32%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-01,97.38%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-02,97.62%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-03,84.42%,ROUGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-04,98.25%,VERT,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-05,96.79%,ROUGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-06,97.47%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-07,97.80%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-08,97.51%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-09,95.51%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-10,96.59%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-11,96.17%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2022-12,97.60%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2023-01,96.78%,ORANGE,98%,94%
M3MAG001,Taux mensuel de commandes validées dans Magento et intégrées dans M3 en 15 min,Ecom,2023-02,96.95%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-01,90.58%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-02,89.13%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-03,75.96%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-04,89.60%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-05,90.75%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-06,92.86%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-07,93.48%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-08,87.14%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-09,93.71%,ROUGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-10,96.82%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-11,97.23%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2022-12,97.34%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2023-01,96.48%,ORANGE,98%,94%
MANMAG001,Taux mensuel de commandes préparées et facturées dans Magento en 15 min,Ecom,2023-02,96.48%,ORANGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-01,95.68%,ROUGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-02,95.20%,ROUGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-03,95.06%,ROUGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-04,95.36%,ROUGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-05,94.11%,ROUGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-06,95.84%,ORANGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-07,97.79%,ORANGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-08,98.34%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-09,98.10%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-10,98.30%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-11,98%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2022-12,97.70%,ORANGE,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2023-01,98.25%,VERT,98%,94%
MANMAG002,Taux mensuel de commandes expédiées le même jour que la facturation,Ecom,2023-02,97.96%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-01,99.10%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-02,99.02%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-03,98.83%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-04,98.27%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-05,97.93%,ORANGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-06,55.65%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-07,59.27%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-08,59.46%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-09,60.92%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-10,62.03%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-11,57.27%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2022-12,54.8%,ROUGE,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2023-01,99.98%,VERT,98%,94%
MANMAG003,Taux mensuel de confirmations d'expédition remontées correctement dans Magento,Ecom,2023-02,99.96%,VERT,98%,94%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-01,98.2%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-02,95.08%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-03,75.2%,ROUGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-04,89.03%,ROUGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-05,90%,ROUGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-06,91.05%,ORANGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-07,92.94%,ORANGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-08,87.08%,ROUGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-09,93.76%,ORANGE,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-10,96.51%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-11,97.25%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2022-12,96.76%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2023-01,96.32%,VERT,95%,89%
MANMAG004,Taux d'intégration de la facturation dans les délais (15 min entre fin de préparation Manhattan et facturation Magento),LOGISTIQUE,2023-02,96.57%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-05,99%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-06,99.34%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-07,99.67%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-08,99.66%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-09,99.74%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-10,99.56%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-11,99.82%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2022-12,99.88%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2023-01,99.84%,VERT,95%,89%
M3MAN001A,Taux de remontées des BP préparés dans M3 sans erreurs - Bobigny,LOGISTIQUE,2023-02,99.69%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-05,99%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-06,99.14%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-07,98.80%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-08,99.34%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-09,99.01%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-10,98.49%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-11,99.06%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2022-12,99.34%,VERT,95%,89%
M3MAN001B,Taux de remontées des BP préparés dans M3 sans erreurs - Deret,LOGISTIQUE,2023-01,99.14%,VERT,95%,89%
